#id (do not edit),enabled / disabled,caliber in mm,sub-name,country override (several),ship type override (several),"model, grade N","scaling, grade N","scaling, grade N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
@name,enabled,#mm,subName,countries,shipTypes,model_1,scale_1,max_scale_1,weight_modifier_1,caliber_length_modifier_1,model_2,scale_2,max_scale_2,weight_modifier_2,caliber_length_modifier_2,model_3,scale_3,max_scale_3,weight_modifier_3,caliber_length_modifier_3,model_4,scale_4,max_scale_4,weight_modifier_4,caliber_length_modifier_4,model_5,scale_5,max_scale_5,weight_modifier_5,caliber_length_modifier_5,#,#,#,#,#,#,#,#,#,#
gun_5_x2_ottoman,,127,gun_5_x2,ottoman,,dreadnought_gun_178_x2,1.025,1.096875,1.2,,dreadnought_gun_178_x2,1.025,1.096875,1.2,,dreadnought_gun_178_x2,1.025,1.096875,1.2,,bismarck_gun_b_150_x2,1.009625,1.0564125,1.27,,bismarck_gun_b_150_x2,1.025,1.0725,1.29,,,,,,,,,,,
gun_5_x3_ottoman,,127,gun_5_x3,ottoman,,dreadnought_gun_178_x3,1.025,1.096875,1.2,,dreadnought_gun_178_x3,1.025,1.096875,1.2,,dreadnought_gun_178_x3,1.025,1.096875,1.2,,bismarck_gun_b_150_x3,1.009625,1.0564125,1.27,,bismarck_gun_b_150_x3,1.025,1.0725,1.29,,,,,,,,,,,
gun_6_x1_ottoman,,152,gun_6_x1,ottoman,,friedrich_gun_152_x1,1.1,1.175,1.25,,dd_s_gun_d_102_x1,1.4,1.59125,1.1,,dd_s_gun_d_102_x1,1.4,1.59125,1.1,,spee_gun_150_x1,1.5,1.65,1.15,,spee_gun_150_x1,1.5,1.65,1.15,,,,,,,,,,,
gun_6_x2_ottoman,,152,gun_6_x2,ottoman,,dreadnought_gun_178_x2,1.125,1.225,1.18,,dreadnought_gun_178_x2,1.125,1.225,1.18,,dreadnought_gun_178_x2,1.125,1.225,1.18,,bismarck_gun_150_x2,1.0835,1.15245,1.27,,bismarck_gun_150_x2,1.1,1.17,1.29,,,,,,,,,,,
gun_6_x3_ottoman,,152,gun_6_x3,ottoman,,dreadnought_gun_178_x3,1.125,1.225,1.18,,dreadnought_gun_178_x3,1.125,1.225,1.18,,dreadnought_gun_178_x3,1.125,1.225,1.18,,bismarck_gun_150_x3,1.0835,1.15245,1.27,,bismarck_gun_150_x3,1.1,1.17,1.29,,,,,,,,,,,
gun_7_x1_ottoman,,178,gun_7_x1,ottoman,,friedrich_gun_228_x1,0.8,0.8775,1.25,,vdt_gun_200_x1,1,1.02375,1.05,,warrior_gun_228_x1,0.975,0.999375,1.15,,bismarck_gun_150_x1,1.182,1.2484875,1.27,,bismarck_gun_150_x1,1.2,1.2675,1.29,,,,,,,,,,,
gun_7_x2_ottoman,,178,gun_7_x2,ottoman,,friedrich_gun_228_x2,0.8,0.8775,1.25,,vdt_gun_200_x2,1,1.02375,1.05,,warrior_gun_228_x2,0.975,0.999375,1.15,,bismarck_gun_150_x2,1.182,1.2484875,1.27,,bismarck_gun_150_x2,1.2,1.2675,1.29,,,,,,,,,,,
gun_7_x3_ottoman,,178,gun_7_x3,ottoman,,friedrich_gun_228_x3,0.8,0.8775,1.25,,,,,,,warrior_gun_228_x3,0.975,0.999375,1.15,,bismarck_gun_150_x3,1.182,1.2484875,1.27,,bismarck_gun_150_x3,1.2,1.2675,1.29,,,,,,,,,,,
gun_8_x1_ottoman,,203,gun_8_x1,ottoman,,friedrich_gun_228_x1,0.9,0.975,1.25,,vdt_gun_200_x1,1.1,1.14,1.05,,warrior_gun_228_x1,1.025,1.095,1.15,,bismarck_gun_150_x1,1.2805,1.335,1.27,,bismarck_gun_150_x1,1.3,1.3516875,1.29,,,,,,,,,,,
gun_8_x2_ottoman,,203,gun_8_x2,ottoman,,friedrich_gun_228_x2,0.9,0.975,1.25,,vdt_gun_200_x2,1.1,1.14,1.05,,warrior_gun_228_x2,1.025,1.095,1.15,,bismarck_gun_150_x2,1.2805,1.335,1.27,,bismarck_gun_150_x2,1.3,1.3516875,1.29,,,,,,,,,,,
gun_8_x3_ottoman,,203,gun_8_x3,ottoman,,friedrich_gun_228_x3,0.9,0.975,1.25,,,,,,,warrior_gun_228_x3,1.025,1.095,1.15,,bismarck_gun_150_x3,1.2805,1.335,1.27,,bismarck_gun_150_x3,1.3,1.3516875,1.29,,,,,,,,,,,
gun_9_x1_ottoman,,229,gun_9_x1,ottoman,,friedrich_gun_228_x1,1,1.095,1.25,,vdt_gun_280_x1,0.8,0.8775,1.35,,vdt_gun_280_x1,0.81,0.88846875,,,spee_gun_280_x1_a,0.85,0.92625,1.35,,spee_gun_280_x1_a,0.860625,0.937828125,1.37,,,,,,,,,,,
gun_9_x2_ottoman,,229,gun_9_x2,ottoman,,friedrich_gun_228_x2,1,1.095,1.25,,vdt_gun_280_x2,0.8,0.8775,1.35,,vdt_gun_280_x2,0.81,0.88846875,,,spee_gun_280_x2_a,0.85,0.92625,1.35,,spee_gun_280_x2_a,0.860625,0.937828125,1.37,,,,,,,,,,,
gun_9_x3_ottoman,,229,gun_9_x3,ottoman,,friedrich_gun_228_x3,1,1.095,1.25,,vdt_gun_280_x3,0.8,0.8775,1.35,,vdt_gun_280_x3,0.81,0.88846875,,,spee_gun_280_x3_a,0.85,0.92625,1.35,,spee_gun_280_x3_a,0.860625,0.937828125,1.37,,,,,,,,,,,
gun_10_x1_ottoman,,254,gun_10_x1,ottoman,,friedrich_gun_228_x1,1.1,1.215,1.25,,vdt_gun_280_x1,0.9,0.975,1.35,,vdt_gun_280_x1,0.91125,0.9871875,,,spee_gun_280_x1_a,0.95,0.950625,1.35,,spee_gun_280_x1_a,0.961875,0.962507813,1.37,,,,,,,,,,,
gun_10_x2_ottoman,,254,gun_10_x2,ottoman,,friedrich_gun_228_x2,1.1,1.215,1.25,,vdt_gun_280_x2,0.9,0.975,1.35,,vdt_gun_280_x2,0.91125,0.9871875,,,spee_gun_280_x2_a,0.95,0.950625,1.35,,spee_gun_280_x2_a,0.961875,0.962507813,1.37,,,,,,,,,,,
gun_10_x3_ottoman,,254,gun_10_x3,ottoman,,friedrich_gun_228_x3,1.1,1.215,1.25,,vdt_gun_280_x3,0.9,0.975,1.35,,vdt_gun_280_x3,0.91125,0.9871875,,,spee_gun_280_x3_a,0.95,0.950625,1.35,,spee_gun_280_x3_a,0.961875,0.962507813,1.37,,,,,,,,,,,
gun_11_x1_ottoman,,279,gun_11_x1,ottoman,,brandenburg_gun_279_x1,1,1.095,1.75,,vdt_gun_280_x1,1,1.02375,1.35,,vdt_gun_280_x1,1.0125,1.036546875,,,spee_gun_280_x1_a,0.975,0.999375,1.35,,spee_gun_280_x1_a,0.9871875,1.011867188,1.37,,,,,,,,,,,
gun_11_x2_ottoman,,279,gun_11_x2,ottoman,,brandenburg_gun_279_x2,1,1.095,1.75,,vdt_gun_280_x2,1,1.02375,1.35,,vdt_gun_280_x2,1.0125,1.036546875,,,spee_gun_280_x2_a,0.975,0.999375,1.35,,spee_gun_280_x2_a,0.9871875,1.011867188,1.37,,,,,,,,,,,
gun_11_x3_ottoman,,279,gun_11_x3,ottoman,,brandenburg_gun_279_x3,1,1.095,1.75,,vdt_gun_280_x3,1,1.02375,1.35,,vdt_gun_280_x3,1.0125,1.036546875,,,spee_gun_280_x3_a,0.975,0.999375,1.35,,spee_gun_280_x3_a,0.9871875,1.011867188,1.37,,,,,,,,,,,
gun_12_x1_ottoman,,305,gun_12_x1,ottoman,,friedrich_gun_305_x1,1,1.0725,1.5,,vdt_gun_280_x1,1.05,1.0725,1.35,,vdt_gun_280_x1,1.063125,1.08590625,,,spee_gun_280_x1_a,1.025,1.048125,1.35,,spee_gun_280_x1_a,1.0378125,1.061226563,1.37,,,,,,,,,,,
gun_12_x2_ottoman,,305,gun_12_x2,ottoman,,friedrich_gun_305_x2,1,1.0725,1.5,,vdt_gun_280_x2,1.05,1.0725,1.35,,vdt_gun_280_x2,1.063125,1.08590625,,,spee_gun_280_x2_a,1.025,1.048125,1.35,,spee_gun_280_x2_a,1.0378125,1.061226563,1.37,,,,,,,,,,,
gun_12_x3_ottoman,,305,gun_12_x3,ottoman,,friedrich_gun_305_x3,1,1.0725,1.5,,vdt_gun_280_x3,1.05,1.0725,1.35,,vdt_gun_280_x3,1.063125,1.08590625,,,spee_gun_280_x3_a,1.025,1.048125,1.35,,spee_gun_280_x3_a,1.0378125,1.061226563,1.37,,,,,,,,,,,
gun_13_x1_ottoman,,330,gun_13_x1,ottoman,,friedrich_gun_305_x1,1.1,1.195,1.5,,vdt_gun_280_x1,1.1,1.145625,1.35,,vdt_gun_280_x1,1.11375,1.159945313,,,spee_gun_var_280_x1,1.13,1.16025,1.2,,spee_gun_var_280_x1,1.144125,1.174753125,1.22,,,,,,,,,,,
gun_13_x2_ottoman,,330,gun_13_x2,ottoman,,friedrich_gun_305_x2,1.1,1.195,1.5,,vdt_gun_280_x2,1.1,1.145625,1.35,,vdt_gun_280_x2,1.11375,1.159945313,,,spee_gun_var_280_x2,1.13,1.16025,1.2,,spee_gun_var_280_x2,1.144125,1.174753125,1.22,,,,,,,,,,,
gun_13_x3_ottoman,,330,gun_13_x3,ottoman,,friedrich_gun_305_x3,1.1,1.195,1.5,,vdt_gun_280_x3,1.1,1.145625,1.35,,vdt_gun_280_x3,1.11375,1.159945313,,,spee_gun_var_280_x3,1.13,1.16025,1.2,,spee_gun_var_280_x3,1.144125,1.174753125,1.22,,,,,,,,,,,
gun_14_x1_ottoman,,356,gun_14_x1,ottoman,,vdt_gun_280_x1,1.157375,1.20046875,1.33,,vdt_gun_280_x1,1.175,1.21875,1.35,,vdt_gun_280_x1,1.1896875,1.233984375,,,spee_gun_var_280_x1,1.19,1.21875,1.2,,spee_gun_var_280_x1,1.204875,1.233984375,1.22,,,,,,,,,,,
gun_14_x2_ottoman,,356,gun_14_x2,ottoman,,vdt_gun_280_x2,1.157375,1.20046875,1.33,,vdt_gun_280_x2,1.175,1.21875,1.35,,vdt_gun_280_x2,1.1896875,1.233984375,,,spee_gun_var_280_x2,1.19,1.21875,1.2,,spee_gun_var_280_x2,1.204875,1.233984375,1.22,,,,,,,,,,,
gun_14_x3_ottoman,,356,gun_14_x3,ottoman,,vdt_gun_280_x3,1.157375,1.20046875,1.33,,vdt_gun_280_x3,1.175,1.21875,1.35,,vdt_gun_280_x3,1.1896875,1.233984375,,,spee_gun_var_280_x3,1.19,1.21875,1.2,,spee_gun_var_280_x3,1.204875,1.233984375,1.22,,,,,,,,,,,
gun_15_x1_ottoman,,381,gun_15_x1,ottoman,,vdt_gun_280_x1,1.23125,1.272496875,1.33,,vdt_gun_280_x1,1.25,1.291875,1.35,,spee_gun_var_280_x1,1.2301875,1.24940918,,,spee_gun_var_280_x1,1.25,1.27725,1.2,,spee_gun_var_280_x1,1.265625,1.293215625,1.22,,,,,,,,,,,
gun_15_x2_ottoman,,381,gun_15_x2,ottoman,,vdt_gun_280_x2,1.23125,1.272496875,1.33,,vdt_gun_280_x2,1.25,1.291875,1.35,,spee_gun_var_280_x2,1.2301875,1.24940918,,,spee_gun_var_280_x2,1.25,1.27725,1.2,,spee_gun_var_280_x2,1.265625,1.293215625,1.22,,,,,,,,,,,
gun_15_x3_ottoman,,381,gun_15_x3,ottoman,,vdt_gun_280_x3,1.23125,1.272496875,1.33,,vdt_gun_280_x3,1.25,1.291875,1.35,,spee_gun_var_280_x3,1.2301875,1.24940918,,,spee_gun_var_280_x3,1.25,1.27725,1.2,,spee_gun_var_280_x3,1.265625,1.293215625,1.22,,,,,,,,,,,
gun_16_x1_ottoman,,406,gun_16_x1,ottoman,,vdt_gun_280_x1,1.305125,1.38,1.33,,vdt_gun_280_x1,1.325,1.385,1.35,,spee_gun_var_280_x1,1.281445313,1.319376094,,,spee_gun_var_280_x1,1.31,1.335868295,1.2,,spee_gun_var_280_x1,1.326375,1.352566649,1.22,,,,,,,,,,,
gun_16_x2_ottoman,,406,gun_16_x2,ottoman,,vdt_gun_280_x2,1.305125,1.38,1.33,,vdt_gun_280_x2,1.325,1.385,1.35,,spee_gun_var_280_x2,1.281445313,1.319376094,,,spee_gun_var_280_x2,1.31,1.335868295,1.2,,spee_gun_var_280_x2,1.326375,1.352566649,1.22,,,,,,,,,,,
gun_16_x3_ottoman,,406,gun_16_x3,ottoman,,vdt_gun_280_x3,1.305125,1.38,1.33,,vdt_gun_280_x3,1.325,1.385,1.35,,spee_gun_var_280_x3,1.281445313,1.319376094,,,spee_gun_var_280_x3,1.31,1.335868295,1.2,,spee_gun_var_280_x3,1.326375,1.352566649,1.22,,,,,,,,,,,
gun_17_x1_ottoman,,432,gun_17_x1,ottoman,,spee_gun_var_280_x1,1.32,1.3455,1.1,,spee_gun_var_280_x1,1.3365,1.36231875,1.2,,spee_gun_var_280_x1,1.35320625,1.379347734,,,spee_gun_var_280_x1,1.370121328,1.396589581,1.2,,spee_gun_var_280_x1,1.387247845,1.414046951,1.22,,,,,,,,,,,
gun_17_x2_ottoman,,432,gun_17_x2,ottoman,,spee_gun_var_280_x2,1.32,1.3455,1.1,,spee_gun_var_280_x2,1.3365,1.36231875,1.2,,spee_gun_var_280_x2,1.35320625,1.379347734,,,spee_gun_var_280_x2,1.370121328,1.396589581,1.2,,spee_gun_var_280_x2,1.387247845,1.414046951,1.22,,,,,,,,,,,
gun_17_x3_ottoman,,432,gun_17_x3,ottoman,,spee_gun_var_280_x3,1.32,1.3455,1.1,,spee_gun_var_280_x3,1.3365,1.36231875,1.2,,spee_gun_var_280_x3,1.35320625,1.379347734,,,spee_gun_var_280_x3,1.370121328,1.396589581,1.2,,spee_gun_var_280_x3,1.387247845,1.414046951,1.22,,,,,,,,,,,
gun_18_x1_ottoman,,457,gun_18_x1,ottoman,,spee_gun_var_280_x1,1.38,1.404,1.1,,spee_gun_var_280_x1,1.39725,1.42155,1.2,,spee_gun_var_280_x1,1.414715625,1.439319375,,,spee_gun_var_280_x1,1.43239957,1.457310867,1.2,,spee_gun_var_280_x1,1.450304565,1.475527253,1.22,,,,,,,,,,,
gun_18_x2_ottoman,,457,gun_18_x2,ottoman,,spee_gun_var_280_x2,1.38,1.404,1.1,,spee_gun_var_280_x2,1.39725,1.42155,1.2,,spee_gun_var_280_x2,1.414715625,1.439319375,,,spee_gun_var_280_x2,1.43239957,1.457310867,1.2,,spee_gun_var_280_x2,1.450304565,1.475527253,1.22,,,,,,,,,,,
gun_18_x3_ottoman,,457,gun_18_x3,ottoman,,spee_gun_var_280_x3,1.38,1.404,1.1,,spee_gun_var_280_x3,1.39725,1.42155,1.2,,spee_gun_var_280_x3,1.414715625,1.439319375,,,spee_gun_var_280_x3,1.43239957,1.457310867,1.2,,spee_gun_var_280_x3,1.450304565,1.475527253,1.22,,,,,,,,,,,
gun_19_x1_ottoman,,483,gun_19_x1,ottoman,,spee_gun_var_280_x1,1.44,1.4625,1.1,,spee_gun_var_280_x1,1.458,1.48078125,1.2,,spee_gun_var_280_x1,1.476225,1.499291016,,,spee_gun_var_280_x1,1.494677813,1.518032153,1.2,,spee_gun_var_280_x1,1.513361285,1.537007555,1.22,,,,,,,,,,,
gun_19_x2_ottoman,,483,gun_19_x2,ottoman,,spee_gun_var_280_x2,1.44,1.4625,1.1,,spee_gun_var_280_x2,1.458,1.48078125,1.2,,spee_gun_var_280_x2,1.476225,1.499291016,,,spee_gun_var_280_x2,1.494677813,1.518032153,1.2,,spee_gun_var_280_x2,1.513361285,1.537007555,1.22,,,,,,,,,,,
gun_19_x3_ottoman,,483,gun_19_x3,ottoman,,spee_gun_var_280_x3,1.44,1.4625,1.1,,spee_gun_var_280_x3,1.458,1.48078125,1.2,,spee_gun_var_280_x3,1.476225,1.499291016,,,spee_gun_var_280_x3,1.494677813,1.518032153,1.2,,spee_gun_var_280_x3,1.513361285,1.537007555,1.22,,,,,,,,,,,
gun_20_x1_ottoman,,508,gun_20_x1,ottoman,,spee_gun_var_280_x1,1.5,1.60875,1.1,,spee_gun_var_280_x1,1.51875,1.628859375,1.2,,spee_gun_var_280_x1,1.537734375,1.649220117,,,spee_gun_var_280_x1,1.556956055,1.669835369,1.2,,spee_gun_var_280_x1,1.576418005,1.690708311,1.22,,,,,,,,,,,
gun_20_x2_ottoman,,508,gun_20_x2,ottoman,,spee_gun_var_280_x2,1.5,1.60875,1.1,,spee_gun_var_280_x2,1.51875,1.628859375,1.2,,spee_gun_var_280_x2,1.537734375,1.649220117,,,spee_gun_var_280_x2,1.556956055,1.669835369,1.2,,spee_gun_var_280_x2,1.576418005,1.690708311,1.22,,,,,,,,,,,
gun_20_x3_ottoman,,508,gun_20_x3,ottoman,,spee_gun_var_280_x3,1.5,1.60875,1.1,,spee_gun_var_280_x3,1.51875,1.628859375,1.2,,spee_gun_var_280_x3,1.537734375,1.649220117,,,spee_gun_var_280_x3,1.556956055,1.669835369,1.2,,spee_gun_var_280_x3,1.576418005,1.690708311,1.22,,,,,,,,,,,
###,,,###,,,QUAD GUNS TURKEY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gun_2_x4_ottoman,,51,gun_2_x4,ottoman,,richelieu_gun_120_x4,1.003455206,1.07154681,1.08,,richelieu_gun_120_x4,1.01873625,1.087864781,1.1,,richelieu_gun_120_x4,1.03425,1.10443125,1.12,,richelieu_gun_120_x4,1.05,1.12125,1.14,,richelieu_gun_120_x4,1.063125,1.135265625,1.16,,,,,,,,,,,
gun_3_x4_ottoman,,76,gun_3_x4,ottoman,,richelieu_gun_120_x4,1.099022369,1.164724793,1.08,,richelieu_gun_120_x4,1.11575875,1.182461719,1.1,,richelieu_gun_120_x4,1.13275,1.20046875,1.12,,richelieu_gun_120_x4,1.15,1.21875,1.14,,richelieu_gun_120_x4,1.164375,1.233984375,1.16,,,,,,,,,,,
###,,,###,,,CHILE GUNS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gun_2_x1_chile,,51,gun_2_x1,chile,,brandenburg_gun_76_x1,0.8,0.975,0.7,,jap_tb_gun_76_x1,1.2,1.33575,0.6,,jap_tb_gun_76_x1,1.2,1.33575,0.6,,hood_gun_140_x1,0.875,0.901875,1,,iowa_gun_127_x1,0.8,0.975,1,,,,,,,,,,,
gun_2_x2_chile,,51,gun_2_x2,chile,,dreadnought_gun_178_x2,0.7,0.73125,4,,dreadnought_gun_178_x2,0.75,0.78,4.1,,dreadnought_gun_178_x2,0.75,0.78,4.1,,hood_gun_140_x2,0.875,0.901875,1,,iowa_gun_127_x2,0.8,0.975,1,,,,,,,,,,,
gun_2_x3_chile,,51,gun_2_x3,chile,,dreadnought_gun_178_x3,0.7,0.73125,4,,dreadnought_gun_178_x3,0.75,0.78,4.1,,dreadnought_gun_178_x3,0.75,0.78,4.1,,hood_gun_140_x3,0.875,0.901875,1,,iowa_gun_127_x3,0.8,0.975,1,,,,,,,,,,,
gun_3_x1_chile,,76,gun_3_x1,chile,,brandenburg_gun_76_x1,1,1.17,0.7,,jap_tb_gun_76_x1,1.37,1.46,0.6,,jap_tb_gun_76_x1,1.37,1.46,0.6,,moga_gun_127_x1,1,1.185,1.2,,moga_gun_127_x1,1,1.185,1.17,,,,,,,,,,,
gun_3_x2_chile,,76,gun_3_x2,chile,,dreadnought_gun_178_x2,0.75,0.853125,4,,dreadnought_gun_178_x2,0.8,0.901875,4.1,,dreadnought_gun_178_x2,0.8,0.901875,4.1,,moga_gun_127_x2,1,1.185,1.2,,moga_gun_127_x2,1,1.185,1.17,,,,,,,,,,,
gun_3_x3_chile,,76,gun_3_x3,chile,,dreadnought_gun_178_x3,0.75,0.853125,4,,dreadnought_gun_178_x3,0.8,0.901875,4.1,,dreadnought_gun_178_x3,0.8,0.901875,4.1,,moga_gun_127_x3,1,1.185,1.2,,moga_gun_127_x3,1,1.185,1.17,,,,,,,,,,,
gun_4_x1_chile,,102,gun_4_x1,chile,,brandenburg_gun_76_x1,1.2,1.33,0.7,,dd_s_gun_c_102_x1,1.1,1.291875,1.1,,dd_s_gun_c_102_x1,1.1,1.291875,1.1,,moga_gun_127_x1,1.15,1.37,1.2,,moga_gun_127_x1,1.15,1.37,1.17,,,,,,,,,,,
gun_4_x2_chile,,102,gun_4_x2,chile,,dreadnought_gun_178_x2,0.875,0.8775,2.42,,dreadnought_gun_178_x2,0.925,1.02375,2.46,,dreadnought_gun_178_x2,0.925,1.02375,2.46,,moga_gun_127_x2,1.15,1.37,1.2,,moga_gun_127_x2,1.15,1.37,1.17,,,,,,,,,,,
gun_4_x3_chile,,102,gun_4_x3,chile,,dreadnought_gun_178_x3,0.875,0.8775,2.42,,dreadnought_gun_178_x3,0.925,1.02375,2.46,,dreadnought_gun_178_x3,0.925,1.02375,2.46,,akizuki_gun_100_x3,0.985,1.1,1.15,,akizuki_gun_100_x3,1,1.11375,1.17,,,,,,,,,,,
gun_5_x1_chile,,127,gun_5_x1,chile,,tsesarevich_gun_152_x1,0.9,0.975,1.55,,dd_s_gun_c_102_x1,1.325,1.535625,1.1,,dd_s_gun_c_102_x1,1.325,1.535625,1.1,,moga_gun_127_x1,1.3,1.435,1.2,,akizuki_gun_127_x1,1,1.11375,1.22,,,,,,,,,,,
gun_5_x2_chile,,127,gun_5_x2,chile,,tsesarevich_gun_152_x2,0.9,0.975,1.55,,dreadnought_gun_178_x2,1.025,1.096875,1.2,,dreadnought_gun_178_x2,1.025,1.096875,1.2,,akizuki_gun_127_x2,0.985,1.1,1.2,,akizuki_gun_127_x2,1,1.11375,1.22,,,,,,,,,,,
gun_5_x3_chile,,127,gun_5_x3,chile,,tsesarevich_gun_152_x3,0.9,0.975,1.55,,dreadnought_gun_178_x3,1.025,1.096875,1.2,,dreadnought_gun_178_x3,1.025,1.096875,1.2,,akizuki_gun_127_x3,0.985,1.1,1.2,,akizuki_gun_127_x3,1,1.11375,1.22,,,,,,,,,,,
gun_6_x1_chile,,152,gun_6_x1,chile,,tsesarevich_gun_152_x1,1,1.0725,1.25,,dd_s_gun_c_102_x1,1.55,1.715,1.1,,dd_s_gun_c_102_x1,1.55,1.715,1.1,,british_adv_cruiser_152_gun_x1,1,1.0725,1.2,,british_adv_cruiser_152_gun_x1,1.0125,1.08590625,1.22,,,,,,,,,,,
gun_6_x2_chile,,152,gun_6_x2,chile,,tsesarevich_gun_152_x2,1,1.0725,1.25,,dreadnought_gun_178_x2,1.125,1.225,1.18,,dreadnought_gun_178_x2,1.125,1.225,1.18,,british_adv_cruiser_152_gun_x2,1,1.0725,1.2,,british_adv_cruiser_152_gun_x2,1.0125,1.08590625,1.22,,,,,,,,,,,
gun_6_x3_chile,,152,gun_6_x3,chile,,tsesarevich_gun_152_x3,1,1.0725,1.25,,dreadnought_gun_178_x3,1.125,1.225,1.18,,dreadnought_gun_178_x3,1.125,1.225,1.18,,british_adv_cruiser_152_gun_x3,1,1.0725,1.2,,british_adv_cruiser_152_gun_x3,1.0125,1.08590625,1.22,,,,,,,,,,,
gun_7_x1_chile,,178,gun_7_x1,chile,,tsesarevich_gun_152_x1,1.1,1.17,1.25,,agamemnon_gun_b_228_x1,1,1.085,1.15,,warrior_gun_228_x1,0.975,0.999375,1.15,,british_adv_cruiser_152_gun_x1,1.1,1.17,1.2,,british_adv_cruiser_152_gun_x1,1.11375,1.184625,1.22,,,,,,,,,,,
gun_7_x2_chile,,178,gun_7_x2,chile,,tsesarevich_gun_152_x2,1.1,1.17,1.25,,agamemnon_gun_b_228_x2,1,1.085,1.15,,warrior_gun_228_x2,0.975,0.999375,1.15,,british_adv_cruiser_152_gun_x2,1.1,1.17,1.2,,british_adv_cruiser_152_gun_x2,1.11375,1.184625,1.22,,,,,,,,,,,
gun_7_x3_chile,,178,gun_7_x3,chile,,tsesarevich_gun_152_x3,1.1,1.17,1.25,,agamemnon_gun_b_228_x3,1,1.085,1.15,,warrior_gun_228_x3,0.975,0.999375,1.15,,british_adv_cruiser_152_gun_x3,1.1,1.17,1.2,,british_adv_cruiser_152_gun_x3,1.11375,1.184625,1.22,,,,,,,,,,,
gun_8_x1_chile,,203,gun_8_x1,chile,,tsesarevich_gun_152_x1,1.2,1.275,1.25,,agamemnon_gun_228_x1,1.05,1.085,1.15,,warrior_gun_228_x1,1.025,1.095,1.15,,kgeorge_gun_a_380_x1,0.75,0.78,1.18,,kgeorge_gun_380_x1_c,0.759375,0.78975,1.2,,,,,,,,,,,
gun_8_x2_chile,,203,gun_8_x2,chile,,tsesarevich_gun_152_x2,1.2,1.275,1.25,,agamemnon_gun_228_x2,1.05,1.085,1.15,,warrior_gun_228_x2,1.025,1.095,1.15,,kgeorge_gun_a_380_x2,0.75,0.78,1.18,,kgeorge_gun_380_x2_c,0.759375,0.78975,1.2,,,,,,,,,,,
gun_8_x3_chile,,203,gun_8_x3,chile,,tsesarevich_gun_152_x3,1.2,1.275,1.25,,agamemnon_gun_228_x3,1.05,1.085,1.15,,warrior_gun_228_x3,1.025,1.095,1.15,,kgeorge_gun_a_380_x3,0.75,0.78,1.18,,kgeorge_gun_380_x3_c,0.759375,0.78975,1.2,,,,,,,,,,,
gun_9_x1_chile,,229,gun_9_x1,chile,,friedrich_gun_228_x1,1,1.0725,1.25,,agamemnon_gun_228_x1,1.1,1.195,1.2,,warrior_gun_228_x1,1.075,1.19,1.15,,kgeorge_gun_a_380_x1,0.8,0.82875,1.18,,kgeorge_gun_380_x1_c,0.81,0.839109375,1.2,,,,,,,,,,,
gun_9_x2_chile,,229,gun_9_x2,chile,,friedrich_gun_228_x2,1,1.0725,1.25,,agamemnon_gun_228_x2,1.1,1.195,1.2,,warrior_gun_228_x2,1.075,1.19,1.15,,kgeorge_gun_a_380_x2,0.8,0.82875,1.18,,kgeorge_gun_380_x2_c,0.81,0.839109375,1.2,,,,,,,,,,,
gun_9_x3_chile,,229,gun_9_x3,chile,,friedrich_gun_228_x3,1,1.0725,1.25,,agamemnon_gun_228_x3,1.1,1.195,1.2,,warrior_gun_228_x3,1.075,1.19,1.15,,kgeorge_gun_a_380_x3,0.8,0.82875,1.18,,kgeorge_gun_380_x3_c,0.81,0.839109375,1.2,,,,,,,,,,,
gun_10_x1_chile,,254,gun_10_x1,chile,,friedrich_gun_228_x1,1.1,1.17,1.25,,agamemnon_gun_305_x1,0.85,0.897,1.2,,agamemnon_gun_305_x1,0.875,0.921375,1.22,,kgeorge_gun_a_380_x1,0.85,0.8775,1.18,,kgeorge_gun_380_x1_c,0.860625,0.88846875,1.2,,,,,,,,,,,
gun_10_x2_chile,,254,gun_10_x2,chile,,friedrich_gun_228_x2,1.1,1.17,1.25,,agamemnon_gun_305_x2,0.85,0.897,1.2,,agamemnon_gun_305_x2,0.875,0.921375,1.22,,kgeorge_gun_a_380_x2,0.85,0.8775,1.18,,kgeorge_gun_380_x2_c,0.860625,0.88846875,1.2,,,,,,,,,,,
gun_10_x3_chile,,254,gun_10_x3,chile,,friedrich_gun_228_x3,1.1,1.17,1.25,,agamemnon_gun_305_x3,0.85,0.897,1.2,,agamemnon_gun_305_x3,0.875,0.921375,1.22,,kgeorge_gun_a_380_x3,0.85,0.8775,1.18,,kgeorge_gun_380_x3_c,0.860625,0.88846875,1.2,,,,,,,,,,,
gun_11_x1_chile,,279,gun_11_x1,chile,,friedrich_gun_228_x1,1.2,1.2675,1.25,,agamemnon_gun_305_x1,0.92,0.975,1.2,,agamemnon_gun_305_x1,0.945,0.999375,1.22,,kgeorge_gun_a_380_x1,0.9,0.92625,1.18,,kgeorge_gun_380_x1_c,0.91125,0.937828125,1.2,,,,,,,,,,,
